product_id,supplier_id,product_name,category,subcategory,cost_price,mrp,commission_percent
359,10,Mens Casual_0359,Fashion,Mens Casual,1250.47,1994.71,22.56
360,124,Kurtis_0360,Fashion,Kurtis,1056.33,1615.41,18.19
361,111,Kurtis_0361,Fashion,Kurtis,1124.64,1575.98,15.44
362,110,Kids Wear_0362,Fashion,Kids Wear,1762.17,3819.34,9.59
363,148,Sarees_0363,Fashion,Sarees,1600.16,2911.27,6.95
364,22,Mens Casual_0364,Fashion,Mens Casual,583.58,1308.65,10.67
365,2,Kurtis_0365,Fashion,Kurtis,876.43,1409.23,16.56
366,53,Womens Ethnic_0366,Fashion,Womens Ethnic,1087.55,1971.22,18.76
367,110,Kids Wear_0367,Fashion,Kids Wear,876.81,1330.33,18.03
368,145,Kids Wear_0368,Fashion,Kids Wear,596.48,1186.83,12.31
369,53,Kids Wear_0369,Fashion,Kids Wear,1984.42,3645.78,13.26
370,143,Kurtis_0370,Fashion,Kurtis,1016.69,1837.4,14.68
371,102,Kids Wear_0371,Fashion,Kids Wear,1197.54,2696.4,19.72
372,42,T-Shirts_0372,Fashion,T-Shirts,326.26,539.23,7.01
373,141,Kurtis_0373,Fashion,Kurtis,861.07,1526.06,17.28
374,2,T-Shirts_0374,Fashion,T-Shirts,1442.9,2275.18,21.09
375,23,Mens Casual_0375,Fashion,Mens Casual,996.17,2052.38,6.28
376,99,Mens Casual_0376,Fashion,Mens Casual,804.59,1665.45,23.61
377,15,Sarees_0377,Fashion,Sarees,1266.53,2499.0,23.91
378,52,Mens Casual_0378,Fashion,Mens Casual,1316.55,2478.89,22.01
379,131,Kurtis_0379,Fashion,Kurtis,643.41,924.56,15.32
380,93,Mens Casual_0380,Fashion,Mens Casual,1268.86,2717.17,9.79
381,71,Womens Ethnic_0381,Fashion,Womens Ethnic,1953.73,2921.86,20.59
382,52,Kids Wear_0382,Fashion,Kids Wear,1372.36,2533.37,15.35
383,141,T-Shirts_0383,Fashion,T-Shirts,1436.88,3464.45,10.69
384,71,Kurtis_0384,Fashion,Kurtis,1838.52,3277.91,9.53
385,2,Mens Casual_0385,Fashion,Mens Casual,964.04,1778.03,10.22
386,129,Sarees_0386,Fashion,Sarees,1061.85,2139.09,10.89
387,138,Womens Ethnic_0387,Fashion,Womens Ethnic,1625.59,3986.56,21.26
388,97,Kurtis_0388,Fashion,Kurtis,575.27,1085.56,16.26
389,118,Mens Casual_0389,Fashion,Mens Casual,1539.2,3782.37,18.63
390,67,Kurtis_0390,Fashion,Kurtis,1737.84,3354.32,6.35
391,59,T-Shirts_0391,Fashion,T-Shirts,1598.45,2625.33,21.0
392,3,Sarees_0392,Fashion,Sarees,1915.35,3769.7,19.02
393,88,Kids Wear_0393,Fashion,Kids Wear,571.69,858.86,6.52
394,147,Mens Casual_0394,Fashion,Mens Casual,1005.46,1798.66,10.38
395,128,T-Shirts_0395,Fashion,T-Shirts,1397.9,3356.25,19.74
396,53,Mens Casual_0396,Fashion,Mens Casual,1497.32,3533.7,9.58
397,28,Mens Casual_0397,Fashion,Mens Casual,1689.04,3026.13,7.4
398,2,Womens Ethnic_0398,Fashion,Womens Ethnic,1384.04,2947.68,20.28
399,96,Kurtis_0399,Fashion,Kurtis,1920.19,4479.44,17.41
400,148,Sarees_0400,Fashion,Sarees,1806.43,4279.59,22.38
401,131,Sarees_0401,Fashion,Sarees,447.46,1002.62,10.61
402,135,Mens Casual_0402,Fashion,Mens Casual,1525.32,2350.63,20.99
403,89,Sarees_0403,Fashion,Sarees,1885.34,2707.01,12.87
404,31,T-Shirts_0404,Fashion,T-Shirts,1574.22,2995.61,18.96
405,54,Sarees_0405,Fashion,Sarees,699.74,986.12,12.59
406,67,Womens Ethnic_0406,Fashion,Womens Ethnic,718.33,1489.86,8.74
407,88,Kids Wear_0407,Fashion,Kids Wear,550.56,1056.24,12.32
408,96,Sarees_0408,Fashion,Sarees,905.49,1685.12,12.3
409,34,Sarees_0409,Fashion,Sarees,631.3,1008.74,24.59
410,70,T-Shirts_0410,Fashion,T-Shirts,534.28,806.69,21.08
411,38,Kurtis_0411,Fashion,Kurtis,921.22,1675.67,21.0
412,46,T-Shirts_0412,Fashion,T-Shirts,384.14,878.23,13.43
413,133,Mens Casual_0413,Fashion,Mens Casual,1991.57,4648.98,15.68
414,144,Kids Wear_0414,Fashion,Kids Wear,1592.13,2754.44,22.17
415,16,Womens Ethnic_0415,Fashion,Womens Ethnic,856.96,1850.69,9.31
416,116,Kids Wear_0416,Fashion,Kids Wear,1005.42,2104.19,19.89
417,66,Kids Wear_0417,Fashion,Kids Wear,785.83,1584.54,11.88
418,51,Sarees_0418,Fashion,Sarees,330.35,777.68,16.54
419,73,T-Shirts_0419,Fashion,T-Shirts,1333.35,2122.68,12.1
420,115,T-Shirts_0420,Fashion,T-Shirts,1069.84,2409.51,22.79
421,38,Sarees_0421,Fashion,Sarees,1265.96,2418.14,22.37
422,147,T-Shirts_0422,Fashion,T-Shirts,1634.66,2895.19,13.1
423,81,Womens Ethnic_0423,Fashion,Womens Ethnic,250.31,445.05,11.34
424,102,Kids Wear_0424,Fashion,Kids Wear,1449.82,2995.22,10.42
425,134,Sarees_0425,Fashion,Sarees,1583.85,3852.95,24.31
426,33,Sarees_0426,Fashion,Sarees,417.9,977.73,19.56
427,21,T-Shirts_0427,Fashion,T-Shirts,578.13,1282.44,9.21
428,122,Sarees_0428,Fashion,Sarees,295.72,434.76,15.97
429,22,Womens Ethnic_0429,Fashion,Womens Ethnic,1564.77,3092.58,7.08
430,100,Kurtis_0430,Fashion,Kurtis,395.02,837.57,11.19
431,33,Mens Casual_0431,Fashion,Mens Casual,1501.43,2833.91,7.63
432,84,Mens Casual_0432,Fashion,Mens Casual,154.29,328.62,22.28
433,70,Sarees_0433,Fashion,Sarees,1952.46,3894.46,15.97
434,46,Mens Casual_0434,Fashion,Mens Casual,1942.13,4209.34,16.82
435,145,Sarees_0435,Fashion,Sarees,1298.99,2727.15,13.7
436,89,T-Shirts_0436,Fashion,T-Shirts,1315.1,2289.1,14.63
437,94,Mens Casual_0437,Fashion,Mens Casual,1628.94,3072.26,13.24
438,35,Mens Casual_0438,Fashion,Mens Casual,676.79,947.57,11.88
439,126,Sarees_0439,Fashion,Sarees,1116.69,2408.19,23.94
440,75,Sarees_0440,Fashion,Sarees,669.26,1500.79,16.94
441,144,Womens Ethnic_0441,Fashion,Womens Ethnic,1141.6,1835.04,13.74
442,100,Mens Casual_0442,Fashion,Mens Casual,410.21,906.9,21.57
443,62,Mens Casual_0443,Fashion,Mens Casual,599.66,1118.04,15.33
444,73,Kurtis_0444,Fashion,Kurtis,1634.39,3519.01,17.97
445,18,Kurtis_0445,Fashion,Kurtis,1636.74,3034.83,8.65
446,116,Kids Wear_0446,Fashion,Kids Wear,309.68,588.66,10.44
447,39,Kurtis_0447,Fashion,Kurtis,1034.79,1813.68,5.99
448,73,Kurtis_0448,Fashion,Kurtis,142.05,350.8,10.38
449,24,T-Shirts_0449,Fashion,T-Shirts,932.99,1314.61,8.01
450,128,Sarees_0450,Fashion,Sarees,512.66,954.71,24.96
451,21,Sarees_0451,Fashion,Sarees,1424.18,2043.57,21.87
452,19,Mens Casual_0452,Fashion,Mens Casual,206.47,465.22,15.86
453,98,Mens Casual_0453,Fashion,Mens Casual,465.17,1081.84,21.57
454,99,Womens Ethnic_0454,Fashion,Womens Ethnic,1951.74,4266.8,20.42
455,51,Sarees_0455,Fashion,Sarees,569.61,1420.6,14.22
456,122,Womens Ethnic_0456,Fashion,Womens Ethnic,1090.16,2703.95,12.78
457,11,Kids Wear_0457,Fashion,Kids Wear,1878.81,2958.13,19.89
458,77,Kurtis_0458,Fashion,Kurtis,1089.76,1829.32,8.97
459,29,Womens Ethnic_0459,Fashion,Womens Ethnic,1740.95,2854.4,9.72
460,71,Sarees_0460,Fashion,Sarees,716.58,1135.13,16.69
461,11,Sarees_0461,Fashion,Sarees,1599.37,2254.83,16.62
462,96,T-Shirts_0462,Fashion,T-Shirts,1003.01,2062.02,20.42
463,87,Mens Casual_0463,Fashion,Mens Casual,399.63,599.66,23.62
464,40,T-Shirts_0464,Fashion,T-Shirts,214.1,383.47,19.03
465,143,Womens Ethnic_0465,Fashion,Womens Ethnic,339.07,561.48,20.77
466,50,Kids Wear_0466,Fashion,Kids Wear,1630.5,3069.56,5.43
467,11,Sarees_0467,Fashion,Sarees,780.52,1208.41,14.71
468,126,Sarees_0468,Fashion,Sarees,1162.15,2320.82,8.8
469,120,Mens Casual_0469,Fashion,Mens Casual,1132.88,1989.39,10.51
470,18,Kurtis_0470,Fashion,Kurtis,1837.5,3693.32,15.62
471,94,Sarees_0471,Fashion,Sarees,661.78,1118.2,14.08
472,5,T-Shirts_0472,Fashion,T-Shirts,1061.32,2342.36,17.39
473,17,Kids Wear_0473,Fashion,Kids Wear,1574.43,2617.75,18.17
474,128,Kurtis_0474,Fashion,Kurtis,1656.19,2664.57,20.31
475,83,Mens Casual_0475,Fashion,Mens Casual,1264.77,2219.49,7.21
476,34,Kurtis_0476,Fashion,Kurtis,1351.89,1957.75,8.57
477,26,Womens Ethnic_0477,Fashion,Womens Ethnic,483.95,935.91,5.64
478,135,T-Shirts_0478,Fashion,T-Shirts,1688.97,3586.89,17.48
479,19,Kurtis_0479,Fashion,Kurtis,586.28,1057.06,5.26
480,21,Mens Casual_0480,Fashion,Mens Casual,1345.92,3258.8,14.36
481,107,T-Shirts_0481,Fashion,T-Shirts,215.33,433.64,21.44
482,136,T-Shirts_0482,Fashion,T-Shirts,210.77,438.11,5.81
483,56,Womens Ethnic_0483,Fashion,Womens Ethnic,1685.47,2504.15,24.21
484,99,Womens Ethnic_0484,Fashion,Womens Ethnic,292.33,483.55,8.79
485,46,Kurtis_0485,Fashion,Kurtis,1348.07,2732.58,16.17
486,148,Kurtis_0486,Fashion,Kurtis,888.85,1347.55,12.16
487,27,Sarees_0487,Fashion,Sarees,1434.85,2682.86,8.34
488,41,Mens Casual_0488,Fashion,Mens Casual,1144.93,2238.52,15.68
489,81,Kurtis_0489,Fashion,Kurtis,941.72,1683.38,16.0
490,111,Kids Wear_0490,Fashion,Kids Wear,1705.22,3160.76,21.52
491,55,Kids Wear_0491,Fashion,Kids Wear,1255.99,2536.42,12.5
492,116,Kurtis_0492,Fashion,Kurtis,1859.68,3123.33,13.95
493,73,Sarees_0493,Fashion,Sarees,100.37,144.35,16.92
494,2,Kurtis_0494,Fashion,Kurtis,356.66,848.62,11.01
495,71,Mens Casual_0495,Fashion,Mens Casual,508.16,887.45,23.38
496,40,Kurtis_0496,Fashion,Kurtis,1157.01,2798.25,6.89
497,94,Sarees_0497,Fashion,Sarees,775.75,1204.16,22.79
498,24,Mens Casual_0498,Fashion,Mens Casual,542.69,1243.94,16.41
499,84,Kurtis_0499,Fashion,Kurtis,1843.98,4070.94,20.86
500,148,Mens Casual_0500,Fashion,Mens Casual,1027.73,2455.17,21.39
501,148,Womens Ethnic_0501,Fashion,Womens Ethnic,1230.94,2130.06,12.63
502,112,Womens Ethnic_0502,Fashion,Womens Ethnic,1851.56,3273.24,13.33
503,3,Womens Ethnic_0503,Fashion,Womens Ethnic,1752.59,2890.7,17.68
504,11,T-Shirts_0504,Fashion,T-Shirts,826.73,1434.59,11.39
505,57,Kurtis_0505,Fashion,Kurtis,384.2,750.2,8.06
506,115,T-Shirts_0506,Fashion,T-Shirts,1490.0,2729.93,20.06
507,75,Kurtis_0507,Fashion,Kurtis,1058.99,1741.29,20.73
508,147,Mens Casual_0508,Fashion,Mens Casual,351.16,523.51,19.91
509,129,Kurtis_0509,Fashion,Kurtis,858.46,1282.18,13.69
510,144,T-Shirts_0510,Fashion,T-Shirts,347.71,538.38,8.96
511,135,Sarees_0511,Fashion,Sarees,1339.27,2163.87,9.92
512,148,Womens Ethnic_0512,Fashion,Womens Ethnic,605.89,1134.88,6.79
513,49,T-Shirts_0513,Fashion,T-Shirts,885.81,1596.05,11.41
514,44,Kurtis_0514,Fashion,Kurtis,1345.28,3022.37,24.75
515,38,Kurtis_0515,Fashion,Kurtis,1661.01,3792.21,13.81
516,22,Mens Casual_0516,Fashion,Mens Casual,479.4,868.29,7.25
517,38,Womens Ethnic_0517,Fashion,Womens Ethnic,561.79,1170.27,22.38
518,29,Kids Wear_0518,Fashion,Kids Wear,126.09,272.75,11.1
519,138,Sarees_0519,Fashion,Sarees,143.22,233.44,9.24
520,124,Kurtis_0520,Fashion,Kurtis,1094.21,1843.22,17.46
521,97,Mens Casual_0521,Fashion,Mens Casual,1420.64,3033.19,16.66
522,16,T-Shirts_0522,Fashion,T-Shirts,1100.92,1850.65,10.68
523,3,T-Shirts_0523,Fashion,T-Shirts,1274.13,1858.18,6.33
524,93,T-Shirts_0524,Fashion,T-Shirts,615.49,1438.58,22.29
525,99,Womens Ethnic_0525,Fashion,Womens Ethnic,655.74,1555.25,9.62
526,81,Sarees_0526,Fashion,Sarees,1066.23,2325.08,14.69
527,129,Kurtis_0527,Fashion,Kurtis,1109.97,1781.57,24.34
528,64,Kurtis_0528,Fashion,Kurtis,1860.06,2648.05,23.45
529,41,Kids Wear_0529,Fashion,Kids Wear,733.78,1344.83,5.37
530,61,T-Shirts_0530,Fashion,T-Shirts,768.63,1604.71,24.92
531,66,Kurtis_0531,Fashion,Kurtis,624.17,916.41,22.57
532,58,Womens Ethnic_0532,Fashion,Womens Ethnic,1893.86,4628.65,8.03
533,98,Sarees_0533,Fashion,Sarees,1348.17,2017.64,15.41
534,59,T-Shirts_0534,Fashion,T-Shirts,1263.65,2638.6,13.35
535,85,Kurtis_0535,Fashion,Kurtis,390.22,962.9,13.98
536,139,Mens Casual_0536,Fashion,Mens Casual,492.84,765.1,18.68
537,135,Mens Casual_0537,Fashion,Mens Casual,1738.92,3025.54,23.19
538,38,Sarees_0538,Fashion,Sarees,1991.8,4926.43,18.12
539,143,Kurtis_0539,Fashion,Kurtis,1842.51,3223.0,15.66
540,38,T-Shirts_0540,Fashion,T-Shirts,324.94,568.44,19.54
541,106,Kids Wear_0541,Fashion,Kids Wear,1772.25,3288.31,11.07
542,71,T-Shirts_0542,Fashion,T-Shirts,1874.16,4467.14,8.04
543,69,Mens Casual_0543,Fashion,Mens Casual,302.87,485.57,17.11
544,7,Kurtis_0544,Fashion,Kurtis,538.73,891.81,12.19
545,121,T-Shirts_0545,Fashion,T-Shirts,1581.67,2447.63,19.24
546,122,Kids Wear_0546,Fashion,Kids Wear,449.56,820.99,7.75
547,4,Mens Casual_0547,Fashion,Mens Casual,529.92,980.06,23.51
548,52,Sarees_0548,Fashion,Sarees,522.85,1118.1,20.16
549,113,Womens Ethnic_0549,Fashion,Womens Ethnic,436.45,1069.38,22.34
550,64,Sarees_0550,Fashion,Sarees,1406.94,3311.17,13.55
551,81,Womens Ethnic_0551,Fashion,Womens Ethnic,1255.07,2895.15,12.88
552,10,T-Shirts_0552,Fashion,T-Shirts,1186.68,2361.23,15.41
553,63,Sarees_0553,Fashion,Sarees,968.11,2290.11,15.37
554,100,Sarees_0554,Fashion,Sarees,1969.28,2842.02,15.32
555,113,T-Shirts_0555,Fashion,T-Shirts,1928.93,3103.33,12.96
556,43,Kids Wear_0556,Fashion,Kids Wear,1569.99,2691.76,13.45
557,37,Kurtis_0557,Fashion,Kurtis,1846.16,3985.76,14.27
558,29,T-Shirts_0558,Fashion,T-Shirts,958.23,2103.23,8.6
559,35,Kurtis_0559,Fashion,Kurtis,1881.9,4075.68,12.86
560,52,Kids Wear_0560,Fashion,Kids Wear,956.68,1527.59,22.65
561,42,Womens Ethnic_0561,Fashion,Womens Ethnic,575.16,1242.86,19.37
562,93,Womens Ethnic_0562,Fashion,Womens Ethnic,273.26,594.85,6.71
563,131,T-Shirts_0563,Fashion,T-Shirts,829.77,1883.72,17.24
564,44,Mens Casual_0564,Fashion,Mens Casual,819.49,1490.38,23.25
565,42,Kurtis_0565,Fashion,Kurtis,1755.48,4123.52,22.38
566,79,Mens Casual_0566,Fashion,Mens Casual,1561.4,2274.09,11.19
567,34,Sarees_0567,Fashion,Sarees,648.68,1037.09,24.21
568,118,Womens Ethnic_0568,Fashion,Womens Ethnic,1282.86,2153.18,14.95
569,127,Sarees_0569,Fashion,Sarees,1132.65,1592.87,9.76
570,114,Kurtis_0570,Fashion,Kurtis,1352.99,2569.48,6.59
571,72,Kurtis_0571,Fashion,Kurtis,112.49,266.64,17.4
572,48,Kurtis_0572,Fashion,Kurtis,1658.23,2700.26,7.97
573,9,T-Shirts_0573,Fashion,T-Shirts,763.14,1190.43,18.34
574,13,Kurtis_0574,Fashion,Kurtis,667.04,1609.18,7.18
575,147,Mens Casual_0575,Fashion,Mens Casual,406.54,696.33,20.75
576,93,Mens Casual_0576,Fashion,Mens Casual,1935.96,4306.09,23.63
577,98,Womens Ethnic_0577,Fashion,Womens Ethnic,1560.17,2738.26,21.41
578,121,Sarees_0578,Fashion,Sarees,1702.29,2504.78,7.69
579,106,T-Shirts_0579,Fashion,T-Shirts,1732.88,3053.56,15.49
580,147,T-Shirts_0580,Fashion,T-Shirts,497.2,727.9,19.59
581,74,T-Shirts_0581,Fashion,T-Shirts,1105.0,1653.56,13.54
582,91,Kids Wear_0582,Fashion,Kids Wear,593.35,1206.08,23.54
583,128,Kurtis_0583,Fashion,Kurtis,1169.01,2304.91,14.85
584,75,Mens Casual_0584,Fashion,Mens Casual,1778.96,2945.95,24.59
585,31,Womens Ethnic_0585,Fashion,Womens Ethnic,324.59,620.41,19.75
586,106,Mens Casual_0586,Fashion,Mens Casual,1619.17,4046.12,5.91
587,3,Kids Wear_0587,Fashion,Kids Wear,1164.79,2447.52,17.81
588,79,T-Shirts_0588,Fashion,T-Shirts,635.09,1441.16,11.01
589,86,Kurtis_0589,Fashion,Kurtis,715.46,1006.47,11.83
590,45,T-Shirts_0590,Fashion,T-Shirts,1180.95,2900.56,8.88
591,122,Kids Wear_0591,Fashion,Kids Wear,1852.33,3569.48,20.95
592,118,T-Shirts_0592,Fashion,T-Shirts,357.93,562.28,22.84
593,106,Kurtis_0593,Fashion,Kurtis,1802.26,3440.0,23.56
594,81,Womens Ethnic_0594,Fashion,Womens Ethnic,1686.7,2916.77,16.1
595,91,Womens Ethnic_0595,Fashion,Womens Ethnic,495.7,1067.76,6.32
596,97,Mens Casual_0596,Fashion,Mens Casual,632.87,907.72,17.53
597,30,Mens Casual_0597,Fashion,Mens Casual,1184.87,2166.56,22.29
598,9,Kids Wear_0598,Fashion,Kids Wear,1440.01,2514.18,10.43
599,116,Womens Ethnic_0599,Fashion,Womens Ethnic,1044.4,1735.17,21.59
600,29,Kids Wear_0600,Fashion,Kids Wear,510.67,884.76,12.48
601,114,Womens Ethnic_0601,Fashion,Womens Ethnic,1577.8,3794.12,15.12
602,88,Sarees_0602,Fashion,Sarees,1819.42,2855.55,23.47
603,84,T-Shirts_0603,Fashion,T-Shirts,1760.37,3065.5,7.87
604,34,Womens Ethnic_0604,Fashion,Womens Ethnic,1662.06,4041.84,9.1
605,134,Womens Ethnic_0605,Fashion,Womens Ethnic,972.8,2125.61,7.32
606,23,Kids Wear_0606,Fashion,Kids Wear,1871.44,4034.37,11.67
607,80,Womens Ethnic_0607,Fashion,Womens Ethnic,295.9,663.64,5.45
608,52,Kids Wear_0608,Fashion,Kids Wear,1313.82,2142.62,8.85
609,31,Kids Wear_0609,Fashion,Kids Wear,1111.32,2500.54,10.45
610,144,Mens Casual_0610,Fashion,Mens Casual,619.91,878.28,15.28
611,70,Mens Casual_0611,Fashion,Mens Casual,1130.8,2266.46,7.83
612,44,T-Shirts_0612,Fashion,T-Shirts,1627.61,3306.48,6.42
613,13,Kurtis_0613,Fashion,Kurtis,1795.26,3580.89,7.6
614,99,Sarees_0614,Fashion,Sarees,1816.26,2643.57,6.08
615,115,Sarees_0615,Fashion,Sarees,844.64,1837.21,17.33
616,137,Kids Wear_0616,Fashion,Kids Wear,731.43,1183.43,6.57
617,120,Sarees_0617,Fashion,Sarees,1178.8,1770.8,6.95
618,120,Kids Wear_0618,Fashion,Kids Wear,1400.51,3054.84,14.41
619,67,Mens Casual_0619,Fashion,Mens Casual,373.07,889.87,23.26
620,85,Sarees_0620,Fashion,Sarees,448.37,1080.12,20.78
621,122,Kids Wear_0621,Fashion,Kids Wear,961.24,1377.74,7.26
622,90,Sarees_0622,Fashion,Sarees,976.36,1550.34,17.09
623,28,Mens Casual_0623,Fashion,Mens Casual,1065.1,1966.45,11.52
624,119,T-Shirts_0624,Fashion,T-Shirts,234.76,406.68,13.02
625,41,Sarees_0625,Fashion,Sarees,553.29,922.92,24.48
626,111,Sarees_0626,Fashion,Sarees,225.51,367.37,20.69
627,61,Sarees_0627,Fashion,Sarees,1177.7,2092.09,8.46
628,147,T-Shirts_0628,Fashion,T-Shirts,248.0,601.14,21.73
629,143,Womens Ethnic_0629,Fashion,Womens Ethnic,1225.11,2338.98,6.95
630,18,Sarees_0630,Fashion,Sarees,434.73,1065.73,16.97
631,98,T-Shirts_0631,Fashion,T-Shirts,1646.73,3702.64,11.55
632,36,T-Shirts_0632,Fashion,T-Shirts,1354.31,2030.9,22.75
633,39,T-Shirts_0633,Fashion,T-Shirts,1638.69,3658.84,14.06
634,51,Kids Wear_0634,Fashion,Kids Wear,840.97,1711.98,9.11
635,78,Kids Wear_0635,Fashion,Kids Wear,669.5,1522.3,23.37
636,23,Sarees_0636,Fashion,Sarees,1463.8,3522.82,16.65
637,33,Kurtis_0637,Fashion,Kurtis,1974.2,3641.64,22.05
638,14,Womens Ethnic_0638,Fashion,Womens Ethnic,801.52,1606.06,5.02
639,73,Kurtis_0639,Fashion,Kurtis,1659.43,2978.96,22.31
640,82,Mens Casual_0640,Fashion,Mens Casual,920.26,1885.78,19.24
641,45,Sarees_0641,Fashion,Sarees,824.97,1649.64,14.5
642,93,Mens Casual_0642,Fashion,Mens Casual,1155.3,2689.15,21.8
643,33,Mens Casual_0643,Fashion,Mens Casual,648.09,1529.5,7.69
644,125,Womens Ethnic_0644,Fashion,Womens Ethnic,1331.94,2075.69,18.16
645,107,Mens Casual_0645,Fashion,Mens Casual,260.86,549.49,22.2
646,47,T-Shirts_0646,Fashion,T-Shirts,1248.42,2332.39,14.09
647,91,Sarees_0647,Fashion,Sarees,1148.9,2177.22,9.51
648,61,Sarees_0648,Fashion,Sarees,1248.69,2542.0,19.24
649,94,Kids Wear_0649,Fashion,Kids Wear,880.59,1761.87,5.67
650,29,Womens Ethnic_0650,Fashion,Womens Ethnic,1179.48,2565.81,16.61
651,135,T-Shirts_0651,Fashion,T-Shirts,252.12,555.47,24.67
652,23,Kids Wear_0652,Fashion,Kids Wear,983.38,1461.36,9.9
653,20,T-Shirts_0653,Fashion,T-Shirts,1509.2,3707.28,18.68
654,14,Kurtis_0654,Fashion,Kurtis,1616.39,2818.58,23.07
655,132,Kurtis_0655,Fashion,Kurtis,1579.2,3025.36,23.12
656,76,Kurtis_0656,Fashion,Kurtis,1494.25,2783.96,10.78
657,78,Womens Ethnic_0657,Fashion,Womens Ethnic,1420.6,2922.74,19.54
658,149,Kurtis_0658,Fashion,Kurtis,594.84,1244.54,8.38
659,7,Womens Ethnic_0659,Fashion,Womens Ethnic,1347.01,2318.11,10.74
660,72,Womens Ethnic_0660,Fashion,Womens Ethnic,340.96,506.17,10.04
661,4,Kurtis_0661,Fashion,Kurtis,633.85,1485.52,19.83
662,39,Kurtis_0662,Fashion,Kurtis,431.77,885.54,18.18
663,61,Kids Wear_0663,Fashion,Kids Wear,1634.9,2758.69,14.7
664,22,Kurtis_0664,Fashion,Kurtis,1737.83,3088.35,24.35
665,127,Kurtis_0665,Fashion,Kurtis,1874.49,2942.13,20.06
666,113,Sarees_0666,Fashion,Sarees,1563.7,2598.47,19.52
667,89,Mens Casual_0667,Fashion,Mens Casual,500.63,1105.29,6.09
668,43,Kids Wear_0668,Fashion,Kids Wear,1535.42,2345.5,14.28
669,137,Sarees_0669,Fashion,Sarees,672.6,1493.69,9.67
670,38,T-Shirts_0670,Fashion,T-Shirts,1440.65,2769.0,15.61
671,115,Sarees_0671,Fashion,Sarees,122.54,296.54,12.64
672,11,Kids Wear_0672,Fashion,Kids Wear,1927.35,4146.05,6.95
673,111,Kurtis_0673,Fashion,Kurtis,1311.11,3214.58,17.21
674,69,T-Shirts_0674,Fashion,T-Shirts,1730.88,3061.0,21.05
675,62,Kids Wear_0675,Fashion,Kids Wear,1343.25,2458.51,19.69
676,47,Kurtis_0676,Fashion,Kurtis,1563.94,3084.01,11.27
677,4,Womens Ethnic_0677,Fashion,Womens Ethnic,1378.32,3190.62,13.22
678,57,Kurtis_0678,Fashion,Kurtis,297.42,562.28,19.51
679,24,Kids Wear_0679,Fashion,Kids Wear,466.85,665.76,6.14
680,32,Kurtis_0680,Fashion,Kurtis,1347.55,3124.98,19.16
681,97,Womens Ethnic_0681,Fashion,Womens Ethnic,264.13,545.47,18.13
682,29,T-Shirts_0682,Fashion,T-Shirts,1175.53,2896.37,18.91
683,20,Kids Wear_0683,Fashion,Kids Wear,659.68,1402.83,17.78
684,83,Kids Wear_0684,Fashion,Kids Wear,1561.78,3375.7,10.15
685,100,Womens Ethnic_0685,Fashion,Womens Ethnic,626.85,920.61,11.65
686,46,Womens Ethnic_0686,Fashion,Womens Ethnic,590.65,1355.0,13.81
687,101,Sarees_0687,Fashion,Sarees,1960.9,3178.1,8.57
688,111,Sarees_0688,Fashion,Sarees,306.02,610.42,9.37
689,67,T-Shirts_0689,Fashion,T-Shirts,301.87,569.25,7.07
690,115,Womens Ethnic_0690,Fashion,Womens Ethnic,233.78,514.39,5.38
691,10,Sarees_0691,Fashion,Sarees,382.82,805.59,18.29
692,101,Kids Wear_0692,Fashion,Kids Wear,388.05,684.06,16.49
693,123,Kurtis_0693,Fashion,Kurtis,1444.45,3247.25,13.72
694,139,T-Shirts_0694,Fashion,T-Shirts,1583.78,3585.55,9.52
695,124,Sarees_0695,Fashion,Sarees,1912.9,4399.24,7.42
696,78,Kurtis_0696,Fashion,Kurtis,1876.58,3368.1,13.01
697,94,T-Shirts_0697,Fashion,T-Shirts,1994.33,4211.59,15.69
698,75,Kids Wear_0698,Fashion,Kids Wear,252.87,481.87,17.96
699,49,Mens Casual_0699,Fashion,Mens Casual,1153.5,2842.53,10.98
700,92,Sarees_0700,Fashion,Sarees,1803.28,3775.49,14.73
701,10,T-Shirts_0701,Fashion,T-Shirts,932.17,1499.31,8.86
702,100,T-Shirts_0702,Fashion,T-Shirts,1993.13,3313.25,6.26
703,116,Kurtis_0703,Fashion,Kurtis,1322.47,2578.36,24.33
704,11,Womens Ethnic_0704,Fashion,Womens Ethnic,170.38,249.04,13.11
705,118,Mens Casual_0705,Fashion,Mens Casual,1633.5,3485.97,23.8
706,19,Kurtis_0706,Fashion,Kurtis,383.01,780.3,5.74
707,12,Mens Casual_0707,Fashion,Mens Casual,1028.9,1462.04,9.85
708,13,T-Shirts_0708,Fashion,T-Shirts,348.02,553.17,23.09
709,17,Womens Ethnic_0709,Fashion,Womens Ethnic,966.75,1534.97,21.36
710,57,Womens Ethnic_0710,Fashion,Womens Ethnic,316.94,651.15,6.26
711,103,Mens Casual_0711,Fashion,Mens Casual,909.8,2085.87,11.48
712,55,T-Shirts_0712,Fashion,T-Shirts,1194.34,1852.5,20.28
713,71,Kurtis_0713,Fashion,Kurtis,429.55,631.24,7.82
714,43,Sarees_0714,Fashion,Sarees,419.3,757.64,13.77
715,97,Kurtis_0715,Fashion,Kurtis,177.33,267.76,20.55
716,2,Womens Ethnic_0716,Fashion,Womens Ethnic,1771.29,2637.09,8.59
717,73,Womens Ethnic_0717,Fashion,Womens Ethnic,1442.81,2962.24,13.32
