activity_id,reseller_id,activity_date,products_shared,catalog_views,orders_generated
3686,150,2024-02-06 00:00:00,85,346,8
3687,150,2024-03-07 00:00:00,100,75,17
3688,150,2024-04-06 00:00:00,30,138,20
3689,150,2024-05-06 00:00:00,77,212,14
3690,150,2024-06-05 00:00:00,51,239,2
3691,151,2022-08-15 12:00:00,16,74,0
3692,151,2022-09-14 12:00:00,5,73,0
3693,151,2022-10-14 12:00:00,3,71,0
3694,151,2022-11-13 12:00:00,23,44,0
3695,151,2022-12-13 12:00:00,8,32,2
3696,151,2023-01-12 12:00:00,0,98,3
3697,151,2023-02-11 12:00:00,8,28,2
3698,151,2023-03-13 12:00:00,19,20,0
3699,151,2023-04-12 12:00:00,4,58,2
3700,151,2023-05-12 12:00:00,23,90,5
3701,151,2023-06-11 12:00:00,2,81,0
3702,151,2023-07-11 12:00:00,6,41,2
3703,151,2023-08-10 12:00:00,16,23,5
3704,151,2023-09-09 12:00:00,28,60,0
3705,151,2023-10-09 12:00:00,23,46,1
3706,151,2023-11-08 12:00:00,6,59,1
3707,151,2023-12-08 12:00:00,4,13,2
3708,151,2024-01-07 12:00:00,13,58,2
3709,151,2024-02-06 12:00:00,24,60,3
3710,151,2024-03-07 12:00:00,12,22,0
3711,151,2024-04-06 12:00:00,0,18,5
3712,151,2024-05-06 12:00:00,4,91,0
3713,151,2024-06-05 12:00:00,17,20,3
3714,152,2022-08-16 00:00:00,0,10,0
3715,152,2022-09-15 00:00:00,0,0,0
3716,152,2022-10-15 00:00:00,0,0,0
3717,152,2022-11-14 00:00:00,0,3,0
3718,152,2022-12-14 00:00:00,0,2,0
3719,152,2023-01-13 00:00:00,0,2,0
3720,152,2023-02-12 00:00:00,0,9,0
3721,152,2023-03-14 00:00:00,0,4,0
3722,152,2023-04-13 00:00:00,0,8,0
3723,152,2023-05-13 00:00:00,0,8,0
3724,152,2023-06-12 00:00:00,0,3,0
3725,152,2023-07-12 00:00:00,0,10,0
3726,152,2023-08-11 00:00:00,0,5,0
3727,152,2023-09-10 00:00:00,0,8,0
3728,152,2023-10-10 00:00:00,0,0,0
3729,152,2023-11-09 00:00:00,0,7,0
3730,152,2023-12-09 00:00:00,0,1,0
3731,152,2024-01-08 00:00:00,0,7,0
3732,152,2024-02-07 00:00:00,0,6,0
3733,152,2024-03-08 00:00:00,0,7,0
3734,152,2024-04-07 00:00:00,0,4,0
3735,152,2024-05-07 00:00:00,0,6,0
3736,152,2024-06-06 00:00:00,0,5,0
3737,153,2022-08-16 12:00:00,102,284,9
3738,153,2022-09-15 12:00:00,80,68,8
3739,153,2022-10-15 12:00:00,137,68,16
3740,153,2022-11-14 12:00:00,127,437,11
3741,153,2022-12-14 12:00:00,116,141,14
3742,153,2023-01-13 12:00:00,90,410,12
3743,153,2023-02-12 12:00:00,79,162,11
3744,153,2023-03-14 12:00:00,138,446,4
3745,153,2023-04-13 12:00:00,107,388,5
3746,153,2023-05-13 12:00:00,148,371,20
3747,153,2023-06-12 12:00:00,120,224,14
3748,153,2023-07-12 12:00:00,59,475,11
3749,153,2023-08-11 12:00:00,147,404,10
3750,153,2023-09-10 12:00:00,93,178,15
3751,153,2023-10-10 12:00:00,86,486,20
3752,153,2023-11-09 12:00:00,119,312,20
3753,153,2023-12-09 12:00:00,75,492,19
3754,153,2024-01-08 12:00:00,127,57,12
3755,153,2024-02-07 12:00:00,123,368,3
3756,153,2024-03-08 12:00:00,127,326,10
3757,153,2024-04-07 12:00:00,57,135,3
3758,153,2024-05-07 12:00:00,74,479,13
3759,153,2024-06-06 12:00:00,28,225,6
3760,154,2022-08-17 00:00:00,16,91,0
3761,154,2022-09-16 00:00:00,28,50,0
3762,154,2022-10-16 00:00:00,19,75,4
3763,154,2022-11-15 00:00:00,17,88,0
3764,154,2022-12-15 00:00:00,5,28,2
3765,154,2023-01-14 00:00:00,12,62,4
3766,154,2023-02-13 00:00:00,13,98,5
3767,154,2023-03-15 00:00:00,9,42,0
3768,154,2023-04-14 00:00:00,20,100,2
3769,154,2023-05-14 00:00:00,11,45,3
3770,154,2023-06-13 00:00:00,10,58,0
3771,154,2023-07-13 00:00:00,9,60,0
3772,154,2023-08-12 00:00:00,2,89,1
3773,154,2023-09-11 00:00:00,13,46,0
3774,154,2023-10-11 00:00:00,5,50,3
3775,154,2023-11-10 00:00:00,7,75,5
3776,154,2023-12-10 00:00:00,19,69,0
3777,154,2024-01-09 00:00:00,28,64,0
3778,154,2024-02-08 00:00:00,30,29,0
3779,154,2024-03-09 00:00:00,10,31,5
3780,154,2024-04-08 00:00:00,9,50,4
3781,154,2024-05-08 00:00:00,17,66,5
3782,154,2024-06-07 00:00:00,12,18,3
3783,155,2022-08-17 12:00:00,18,85,1
3784,155,2022-09-16 12:00:00,17,25,1
3785,155,2022-10-16 12:00:00,27,59,2
3786,155,2022-11-15 12:00:00,18,67,3
3787,155,2022-12-15 12:00:00,20,78,2
3788,155,2023-01-14 12:00:00,17,28,4
3789,155,2023-02-13 12:00:00,17,65,2
3790,155,2023-03-15 12:00:00,1,14,5
3791,155,2023-04-14 12:00:00,5,87,0
3792,155,2023-05-14 12:00:00,23,13,2
3793,155,2023-06-13 12:00:00,11,27,0
3794,155,2023-07-13 12:00:00,13,47,2
3795,155,2023-08-12 12:00:00,8,19,2
3796,155,2023-09-11 12:00:00,7,25,0
3797,155,2023-10-11 12:00:00,7,74,5
3798,155,2023-11-10 12:00:00,20,92,3
3799,155,2023-12-10 12:00:00,2,99,3
3800,155,2024-01-09 12:00:00,13,42,0
3801,155,2024-02-08 12:00:00,7,21,3
3802,155,2024-03-09 12:00:00,14,100,0
3803,155,2024-04-08 12:00:00,20,22,3
3804,155,2024-05-08 12:00:00,22,91,1
3805,155,2024-06-07 12:00:00,24,31,4
3806,156,2022-08-18 00:00:00,99,333,19
3807,156,2022-09-17 00:00:00,53,479,3
3808,156,2022-10-17 00:00:00,47,321,5
3809,156,2022-11-16 00:00:00,28,461,14
3810,156,2022-12-16 00:00:00,114,136,5
3811,156,2023-01-15 00:00:00,27,418,11
3812,156,2023-02-14 00:00:00,58,356,4
3813,156,2023-03-16 00:00:00,130,369,15
3814,156,2023-04-15 00:00:00,42,51,2
3815,156,2023-05-15 00:00:00,132,315,11
3816,156,2023-06-14 00:00:00,99,195,13
3817,156,2023-07-14 00:00:00,106,186,5
3818,156,2023-08-13 00:00:00,62,414,19
3819,156,2023-09-12 00:00:00,129,454,17
3820,156,2023-10-12 00:00:00,68,415,14
3821,156,2023-11-11 00:00:00,46,418,19
3822,156,2023-12-11 00:00:00,26,461,20
3823,156,2024-01-10 00:00:00,137,424,5
3824,156,2024-02-09 00:00:00,106,274,7
3825,156,2024-03-10 00:00:00,81,363,16
3826,156,2024-04-09 00:00:00,91,319,11
3827,156,2024-05-09 00:00:00,102,175,13
3828,156,2024-06-08 00:00:00,134,351,9
3829,157,2022-08-18 12:00:00,30,271,11
3830,157,2022-09-17 12:00:00,112,236,3
3831,157,2022-10-17 12:00:00,92,144,3
3832,157,2022-11-16 12:00:00,45,498,2
3833,157,2022-12-16 12:00:00,89,185,16
3834,157,2023-01-15 12:00:00,41,150,9
3835,157,2023-02-14 12:00:00,60,472,13
3836,157,2023-03-16 12:00:00,121,481,4
3837,157,2023-04-15 12:00:00,148,107,10
3838,157,2023-05-15 12:00:00,68,139,3
3839,157,2023-06-14 12:00:00,150,390,17
3840,157,2023-07-14 12:00:00,93,203,7
3841,157,2023-08-13 12:00:00,111,436,11
3842,157,2023-09-12 12:00:00,45,486,12
3843,157,2023-10-12 12:00:00,120,191,14
3844,157,2023-11-11 12:00:00,99,310,19
3845,157,2023-12-11 12:00:00,129,99,3
3846,157,2024-01-10 12:00:00,102,264,5
3847,157,2024-02-09 12:00:00,85,197,12
3848,157,2024-03-10 12:00:00,99,261,15
3849,157,2024-04-09 12:00:00,69,74,3
3850,157,2024-05-09 12:00:00,53,336,12
3851,157,2024-06-08 12:00:00,111,231,19
3852,158,2022-08-19 00:00:00,18,94,4
3853,158,2022-09-18 00:00:00,9,78,3
3854,158,2022-10-18 00:00:00,0,26,0
3855,158,2022-11-17 00:00:00,2,88,2
3856,158,2022-12-17 00:00:00,22,78,1
3857,158,2023-01-16 00:00:00,24,18,0
3858,158,2023-02-15 00:00:00,13,47,4
3859,158,2023-03-17 00:00:00,4,77,3
3860,158,2023-04-16 00:00:00,9,88,1
3861,158,2023-05-16 00:00:00,8,27,2
3862,158,2023-06-15 00:00:00,24,77,5
3863,158,2023-07-15 00:00:00,0,63,1
3864,158,2023-08-14 00:00:00,1,48,1
3865,158,2023-09-13 00:00:00,12,27,1
3866,158,2023-10-13 00:00:00,1,25,3
3867,158,2023-11-12 00:00:00,13,53,2
3868,158,2023-12-12 00:00:00,5,31,0
3869,158,2024-01-11 00:00:00,30,93,5
3870,158,2024-02-10 00:00:00,17,99,1
3871,158,2024-03-11 00:00:00,23,10,2
3872,158,2024-04-10 00:00:00,27,52,1
3873,158,2024-05-10 00:00:00,22,24,4
3874,158,2024-06-09 00:00:00,0,12,2
3875,159,2022-08-19 12:00:00,13,5,3
3876,159,2022-09-18 12:00:00,20,17,3
3877,159,2022-10-18 12:00:00,13,83,4
3878,159,2022-11-17 12:00:00,3,76,2
3879,159,2022-12-17 12:00:00,20,19,2
3880,159,2023-01-16 12:00:00,17,93,0
3881,159,2023-02-15 12:00:00,10,88,1
3882,159,2023-03-17 12:00:00,25,14,0
3883,159,2023-04-16 12:00:00,8,89,0
3884,159,2023-05-16 12:00:00,5,81,4
3885,159,2023-06-15 12:00:00,15,68,0
3886,159,2023-07-15 12:00:00,1,51,3
3887,159,2023-08-14 12:00:00,7,63,3
3888,159,2023-09-13 12:00:00,25,66,3
3889,159,2023-10-13 12:00:00,29,94,1
3890,159,2023-11-12 12:00:00,11,55,2
3891,159,2023-12-12 12:00:00,8,42,1
3892,159,2024-01-11 12:00:00,9,64,5
3893,159,2024-02-10 12:00:00,24,39,1
3894,159,2024-03-11 12:00:00,12,28,0
3895,159,2024-04-10 12:00:00,28,20,2
3896,159,2024-05-10 12:00:00,1,14,1
3897,159,2024-06-09 12:00:00,11,10,5
3898,160,2022-08-20 00:00:00,3,66,0
3899,160,2022-09-19 00:00:00,22,89,4
3900,160,2022-10-19 00:00:00,14,90,2
3901,160,2022-11-18 00:00:00,6,94,2
3902,160,2022-12-18 00:00:00,11,20,5
3903,160,2023-01-17 00:00:00,0,39,2
3904,160,2023-02-16 00:00:00,19,65,3
3905,160,2023-03-18 00:00:00,10,54,3
3906,160,2023-04-17 00:00:00,0,65,4
3907,160,2023-05-17 00:00:00,10,49,2
3908,160,2023-06-16 00:00:00,9,18,5
3909,160,2023-07-16 00:00:00,7,92,1
3910,160,2023-08-15 00:00:00,12,54,4
3911,160,2023-09-14 00:00:00,26,50,5
3912,160,2023-10-14 00:00:00,17,71,3
3913,160,2023-11-13 00:00:00,12,42,0
3914,160,2023-12-13 00:00:00,20,45,1
3915,160,2024-01-12 00:00:00,8,44,5
3916,160,2024-02-11 00:00:00,21,86,5
3917,160,2024-03-12 00:00:00,8,7,4
3918,160,2024-04-11 00:00:00,11,44,2
3919,160,2024-05-11 00:00:00,28,32,3
3920,160,2024-06-10 00:00:00,9,82,1
3921,161,2022-08-20 12:00:00,0,7,0
3922,161,2022-09-19 12:00:00,0,4,0
3923,161,2022-10-19 12:00:00,0,6,0
3924,161,2022-11-18 12:00:00,0,0,0
3925,161,2022-12-18 12:00:00,0,0,0
3926,161,2023-01-17 12:00:00,0,6,0
3927,161,2023-02-16 12:00:00,0,2,0
3928,161,2023-03-18 12:00:00,0,0,0
3929,161,2023-04-17 12:00:00,0,8,0
3930,161,2023-05-17 12:00:00,0,5,0
3931,161,2023-06-16 12:00:00,0,1,0
3932,161,2023-07-16 12:00:00,0,4,0
3933,161,2023-08-15 12:00:00,0,8,0
3934,161,2023-09-14 12:00:00,0,7,0
3935,161,2023-10-14 12:00:00,0,3,0
3936,161,2023-11-13 12:00:00,0,2,0
3937,161,2023-12-13 12:00:00,0,0,0
3938,161,2024-01-12 12:00:00,0,1,0
3939,161,2024-02-11 12:00:00,0,4,0
3940,161,2024-03-12 12:00:00,0,2,0
3941,161,2024-04-11 12:00:00,0,10,0
3942,161,2024-05-11 12:00:00,0,9,0
3943,161,2024-06-10 12:00:00,0,4,0
3944,162,2022-08-21 00:00:00,12,81,2
3945,162,2022-09-20 00:00:00,30,56,1
3946,162,2022-10-20 00:00:00,26,54,2
3947,162,2022-11-19 00:00:00,6,90,1
3948,162,2022-12-19 00:00:00,25,25,1
3949,162,2023-01-18 00:00:00,10,86,0
3950,162,2023-02-17 00:00:00,1,23,3
3951,162,2023-03-19 00:00:00,25,31,4
3952,162,2023-04-18 00:00:00,9,77,0
3953,162,2023-05-18 00:00:00,25,11,1
3954,162,2023-06-17 00:00:00,4,74,2
3955,162,2023-07-17 00:00:00,25,29,4
3956,162,2023-08-16 00:00:00,24,55,3
3957,162,2023-09-15 00:00:00,26,90,2
3958,162,2023-10-15 00:00:00,3,63,3
3959,162,2023-11-14 00:00:00,1,86,4
3960,162,2023-12-14 00:00:00,16,38,3
3961,162,2024-01-13 00:00:00,24,33,1
3962,162,2024-02-12 00:00:00,24,99,2
3963,162,2024-03-13 00:00:00,22,66,3
3964,162,2024-04-12 00:00:00,19,64,4
3965,162,2024-05-12 00:00:00,6,56,1
3966,162,2024-06-11 00:00:00,10,27,4
3967,163,2022-08-21 12:00:00,0,4,0
3968,163,2022-09-20 12:00:00,0,2,0
3969,163,2022-10-20 12:00:00,0,1,0
3970,163,2022-11-19 12:00:00,0,9,0
3971,163,2022-12-19 12:00:00,0,9,0
3972,163,2023-01-18 12:00:00,0,5,0
3973,163,2023-02-17 12:00:00,0,8,0
3974,163,2023-03-19 12:00:00,0,6,0
3975,163,2023-04-18 12:00:00,0,10,0
3976,163,2023-05-18 12:00:00,0,10,0
3977,163,2023-06-17 12:00:00,0,0,0
3978,163,2023-07-17 12:00:00,0,8,0
3979,163,2023-08-16 12:00:00,0,7,0
3980,163,2023-09-15 12:00:00,0,6,0
3981,163,2023-10-15 12:00:00,0,5,0
3982,163,2023-11-14 12:00:00,0,9,0
3983,163,2023-12-14 12:00:00,0,8,0
3984,163,2024-01-13 12:00:00,0,10,0
3985,163,2024-02-12 12:00:00,0,3,0
3986,163,2024-03-13 12:00:00,0,9,0
3987,163,2024-04-12 12:00:00,0,0,0
3988,163,2024-05-12 12:00:00,0,6,0
3989,163,2024-06-11 12:00:00,0,10,0
3990,164,2022-08-22 00:00:00,6,76,3
3991,164,2022-09-21 00:00:00,24,46,5
3992,164,2022-10-21 00:00:00,2,57,4
3993,164,2022-11-20 00:00:00,13,46,0
3994,164,2022-12-20 00:00:00,9,68,0
3995,164,2023-01-19 00:00:00,23,72,4
3996,164,2023-02-18 00:00:00,26,79,3
3997,164,2023-03-20 00:00:00,9,44,2
3998,164,2023-04-19 00:00:00,0,35,1
3999,164,2023-05-19 00:00:00,4,24,2
4000,164,2023-06-18 00:00:00,4,14,1
4001,164,2023-07-18 00:00:00,0,85,5
4002,164,2023-08-17 00:00:00,3,97,2
4003,164,2023-09-16 00:00:00,28,25,2
4004,164,2023-10-16 00:00:00,8,7,1
4005,164,2023-11-15 00:00:00,28,64,0
4006,164,2023-12-15 00:00:00,24,20,3
4007,164,2024-01-14 00:00:00,6,95,2
4008,164,2024-02-13 00:00:00,12,41,5
4009,164,2024-03-14 00:00:00,14,77,4
4010,164,2024-04-13 00:00:00,8,79,4
4011,164,2024-05-13 00:00:00,2,92,1
4012,164,2024-06-12 00:00:00,19,82,1
4013,165,2022-08-22 12:00:00,21,23,5
4014,165,2022-09-21 12:00:00,27,76,4
4015,165,2022-10-21 12:00:00,29,73,3
4016,165,2022-11-20 12:00:00,20,90,0
4017,165,2022-12-20 12:00:00,2,85,1
4018,165,2023-01-19 12:00:00,26,14,3
4019,165,2023-02-18 12:00:00,21,96,3
4020,165,2023-03-20 12:00:00,1,12,5
4021,165,2023-04-19 12:00:00,5,95,5
4022,165,2023-05-19 12:00:00,9,16,1
4023,165,2023-06-18 12:00:00,1,31,2
4024,165,2023-07-18 12:00:00,27,66,3
4025,165,2023-08-17 12:00:00,12,49,1
4026,165,2023-09-16 12:00:00,2,14,3
4027,165,2023-10-16 12:00:00,4,71,5
4028,165,2023-11-15 12:00:00,20,14,3
4029,165,2023-12-15 12:00:00,21,47,5
4030,165,2024-01-14 12:00:00,21,94,5
4031,165,2024-02-13 12:00:00,3,77,4
4032,165,2024-03-14 12:00:00,10,23,4
4033,165,2024-04-13 12:00:00,3,54,4
4034,165,2024-05-13 12:00:00,30,82,2
4035,165,2024-06-12 12:00:00,28,28,2
4036,166,2022-08-23 00:00:00,3,10,2
4037,166,2022-09-22 00:00:00,3,70,4
4038,166,2022-10-22 00:00:00,8,33,1
4039,166,2022-11-21 00:00:00,4,30,4
4040,166,2022-12-21 00:00:00,23,36,1
4041,166,2023-01-20 00:00:00,2,61,1
4042,166,2023-02-19 00:00:00,16,17,5
4043,166,2023-03-21 00:00:00,18,98,3
4044,166,2023-04-20 00:00:00,28,59,3
4045,166,2023-05-20 00:00:00,4,98,3
4046,166,2023-06-19 00:00:00,5,75,1
4047,166,2023-07-19 00:00:00,13,10,5
4048,166,2023-08-18 00:00:00,14,10,1
4049,166,2023-09-17 00:00:00,17,60,3
4050,166,2023-10-17 00:00:00,9,69,0
4051,166,2023-11-16 00:00:00,8,41,4
4052,166,2023-12-16 00:00:00,26,81,4
4053,166,2024-01-15 00:00:00,3,35,0
4054,166,2024-02-14 00:00:00,8,62,1
4055,166,2024-03-15 00:00:00,5,78,5
4056,166,2024-04-14 00:00:00,23,91,4
4057,166,2024-05-14 00:00:00,4,8,5
4058,166,2024-06-13 00:00:00,16,36,4
4059,167,2022-08-23 12:00:00,30,442,8
4060,167,2022-09-22 12:00:00,75,285,12
4061,167,2022-10-22 12:00:00,91,232,15
4062,167,2022-11-21 12:00:00,66,478,20
4063,167,2022-12-21 12:00:00,128,392,16
4064,167,2023-01-20 12:00:00,63,496,3
4065,167,2023-02-19 12:00:00,141,65,12
4066,167,2023-03-21 12:00:00,122,423,7
4067,167,2023-04-20 12:00:00,26,307,13
4068,167,2023-05-20 12:00:00,82,233,20
4069,167,2023-06-19 12:00:00,100,106,2
4070,167,2023-07-19 12:00:00,126,54,18
4071,167,2023-08-18 12:00:00,93,165,5
4072,167,2023-09-17 12:00:00,40,333,18
4073,167,2023-10-17 12:00:00,128,79,4
4074,167,2023-11-16 12:00:00,108,454,8
4075,167,2023-12-16 12:00:00,84,147,12
4076,167,2024-01-15 12:00:00,121,449,16
4077,167,2024-02-14 12:00:00,34,204,4
4078,167,2024-03-15 12:00:00,22,455,19
4079,167,2024-04-14 12:00:00,51,302,17
4080,167,2024-05-14 12:00:00,143,219,20
4081,167,2024-06-13 12:00:00,136,482,11
4082,168,2022-08-24 00:00:00,2,95,3
4083,168,2022-09-23 00:00:00,13,31,0
4084,168,2022-10-23 00:00:00,19,90,0
4085,168,2022-11-22 00:00:00,11,49,4
4086,168,2022-12-22 00:00:00,9,22,1
4087,168,2023-01-21 00:00:00,3,60,2
4088,168,2023-02-20 00:00:00,4,26,2
4089,168,2023-03-22 00:00:00,6,75,4
4090,168,2023-04-21 00:00:00,1,63,5
4091,168,2023-05-21 00:00:00,9,81,4
4092,168,2023-06-20 00:00:00,14,76,2
4093,168,2023-07-20 00:00:00,6,16,1
4094,168,2023-08-19 00:00:00,21,31,1
4095,168,2023-09-18 00:00:00,13,30,3
4096,168,2023-10-18 00:00:00,18,50,4
4097,168,2023-11-17 00:00:00,3,34,3
4098,168,2023-12-17 00:00:00,28,41,5
4099,168,2024-01-16 00:00:00,29,34,2
4100,168,2024-02-15 00:00:00,14,35,4
4101,168,2024-03-16 00:00:00,5,61,0
4102,168,2024-04-15 00:00:00,14,15,3
4103,168,2024-05-15 00:00:00,29,41,4
4104,168,2024-06-14 00:00:00,23,10,0
4105,169,2022-08-24 12:00:00,100,383,15
4106,169,2022-09-23 12:00:00,103,439,16
4107,169,2022-10-23 12:00:00,88,210,8
4108,169,2022-11-22 12:00:00,48,424,19
4109,169,2022-12-22 12:00:00,96,181,13
4110,169,2023-01-21 12:00:00,118,165,4
4111,169,2023-02-20 12:00:00,96,398,8
4112,169,2023-03-22 12:00:00,28,141,16
4113,169,2023-04-21 12:00:00,37,363,18
4114,169,2023-05-21 12:00:00,53,392,11
4115,169,2023-06-20 12:00:00,131,93,14
4116,169,2023-07-20 12:00:00,138,479,11
4117,169,2023-08-19 12:00:00,104,120,10
4118,169,2023-09-18 12:00:00,129,482,18
4119,169,2023-10-18 12:00:00,61,321,8
4120,169,2023-11-17 12:00:00,94,195,8
4121,169,2023-12-17 12:00:00,31,281,3
4122,169,2024-01-16 12:00:00,87,169,11
4123,169,2024-02-15 12:00:00,125,333,19
4124,169,2024-03-16 12:00:00,141,367,8
4125,169,2024-04-15 12:00:00,149,449,5
4126,169,2024-05-15 12:00:00,41,404,12
4127,169,2024-06-14 12:00:00,147,368,4
4128,170,2022-08-25 00:00:00,124,83,13
4129,170,2022-09-24 00:00:00,132,166,6
4130,170,2022-10-24 00:00:00,64,231,4
4131,170,2022-11-23 00:00:00,108,139,9
4132,170,2022-12-23 00:00:00,34,403,18
4133,170,2023-01-22 00:00:00,137,484,5
4134,170,2023-02-21 00:00:00,62,291,7
4135,170,2023-03-23 00:00:00,92,69,12
4136,170,2023-04-22 00:00:00,58,329,19
4137,170,2023-05-22 00:00:00,108,221,6
4138,170,2023-06-21 00:00:00,52,171,3
4139,170,2023-07-21 00:00:00,41,205,18
4140,170,2023-08-20 00:00:00,147,291,6
4141,170,2023-09-19 00:00:00,137,123,18
4142,170,2023-10-19 00:00:00,98,353,19
4143,170,2023-11-18 00:00:00,51,426,15
4144,170,2023-12-18 00:00:00,97,138,20
4145,170,2024-01-17 00:00:00,103,83,10
4146,170,2024-02-16 00:00:00,91,322,14
4147,170,2024-03-17 00:00:00,134,380,19
4148,170,2024-04-16 00:00:00,138,195,7
4149,170,2024-05-16 00:00:00,76,365,20
4150,170,2024-06-15 00:00:00,63,335,12
4151,171,2022-08-25 12:00:00,0,9,0
4152,171,2022-09-24 12:00:00,0,3,0
4153,171,2022-10-24 12:00:00,0,2,0
4154,171,2022-11-23 12:00:00,0,9,0
4155,171,2022-12-23 12:00:00,0,9,0
4156,171,2023-01-22 12:00:00,0,8,0
4157,171,2023-02-21 12:00:00,0,1,0
4158,171,2023-03-23 12:00:00,0,4,0
4159,171,2023-04-22 12:00:00,0,10,0
4160,171,2023-05-22 12:00:00,0,8,0
4161,171,2023-06-21 12:00:00,0,6,0
4162,171,2023-07-21 12:00:00,0,4,0
4163,171,2023-08-20 12:00:00,0,5,0
4164,171,2023-09-19 12:00:00,0,0,0
4165,171,2023-10-19 12:00:00,0,0,0
4166,171,2023-11-18 12:00:00,0,7,0
4167,171,2023-12-18 12:00:00,0,6,0
4168,171,2024-01-17 12:00:00,0,0,0
4169,171,2024-02-16 12:00:00,0,2,0
4170,171,2024-03-17 12:00:00,0,0,0
4171,171,2024-04-16 12:00:00,0,3,0
4172,171,2024-05-16 12:00:00,0,8,0
4173,171,2024-06-15 12:00:00,0,3,0
4174,172,2022-08-26 00:00:00,90,150,13
4175,172,2022-09-25 00:00:00,38,171,12
4176,172,2022-10-25 00:00:00,71,412,12
4177,172,2022-11-24 00:00:00,84,408,17
4178,172,2022-12-24 00:00:00,116,184,5
4179,172,2023-01-23 00:00:00,56,469,18
4180,172,2023-02-22 00:00:00,43,441,10
4181,172,2023-03-24 00:00:00,106,383,11
4182,172,2023-04-23 00:00:00,120,258,14
4183,172,2023-05-23 00:00:00,55,309,11
4184,172,2023-06-22 00:00:00,138,342,4
4185,172,2023-07-22 00:00:00,63,382,6
4186,172,2023-08-21 00:00:00,114,196,5
4187,172,2023-09-20 00:00:00,66,219,6
4188,172,2023-10-20 00:00:00,66,451,4
4189,172,2023-11-19 00:00:00,53,204,18
4190,172,2023-12-19 00:00:00,94,197,14
4191,172,2024-01-18 00:00:00,140,428,15
4192,172,2024-02-17 00:00:00,40,58,7
4193,172,2024-03-18 00:00:00,82,474,10
4194,172,2024-04-17 00:00:00,30,382,9
4195,172,2024-05-17 00:00:00,43,295,9
4196,172,2024-06-16 00:00:00,33,298,11
4197,173,2022-08-26 12:00:00,120,420,17
4198,173,2022-09-25 12:00:00,36,439,11
4199,173,2022-10-25 12:00:00,144,420,16
4200,173,2022-11-24 12:00:00,87,342,12
4201,173,2022-12-24 12:00:00,21,263,6
4202,173,2023-01-23 12:00:00,52,399,16
4203,173,2023-02-22 12:00:00,139,61,6
4204,173,2023-03-24 12:00:00,45,500,10
4205,173,2023-04-23 12:00:00,97,191,12
4206,173,2023-05-23 12:00:00,96,244,16
4207,173,2023-06-22 12:00:00,143,350,15
4208,173,2023-07-22 12:00:00,109,210,2
4209,173,2023-08-21 12:00:00,42,434,18
4210,173,2023-09-20 12:00:00,130,299,20
4211,173,2023-10-20 12:00:00,67,95,3
4212,173,2023-11-19 12:00:00,68,105,12
4213,173,2023-12-19 12:00:00,28,199,7
4214,173,2024-01-18 12:00:00,90,392,16
4215,173,2024-02-17 12:00:00,43,122,10
4216,173,2024-03-18 12:00:00,104,244,3
4217,173,2024-04-17 12:00:00,97,241,11
4218,173,2024-05-17 12:00:00,49,449,7
4219,173,2024-06-16 12:00:00,108,108,11
4220,174,2022-08-27 00:00:00,13,17,0
4221,174,2022-09-26 00:00:00,19,77,0
4222,174,2022-10-26 00:00:00,11,41,0
4223,174,2022-11-25 00:00:00,2,6,2
4224,174,2022-12-25 00:00:00,5,56,0
4225,174,2023-01-24 00:00:00,10,5,4
4226,174,2023-02-23 00:00:00,0,15,4
4227,174,2023-03-25 00:00:00,7,37,5
4228,174,2023-04-24 00:00:00,9,61,3
4229,174,2023-05-24 00:00:00,9,82,1
4230,174,2023-06-23 00:00:00,14,87,3
4231,174,2023-07-23 00:00:00,17,78,4
4232,174,2023-08-22 00:00:00,18,32,5
4233,174,2023-09-21 00:00:00,12,50,0
4234,174,2023-10-21 00:00:00,24,26,4
4235,174,2023-11-20 00:00:00,10,40,4
4236,174,2023-12-20 00:00:00,22,84,5
4237,174,2024-01-19 00:00:00,28,88,3
4238,174,2024-02-18 00:00:00,20,17,1
4239,174,2024-03-19 00:00:00,5,43,4
4240,174,2024-04-18 00:00:00,8,65,0
4241,174,2024-05-18 00:00:00,9,78,4
4242,174,2024-06-17 00:00:00,5,38,2
4243,175,2022-08-27 12:00:00,7,74,2
4244,175,2022-09-26 12:00:00,30,17,0
4245,175,2022-10-26 12:00:00,4,60,2
4246,175,2022-11-25 12:00:00,2,14,2
4247,175,2022-12-25 12:00:00,16,45,1
4248,175,2023-01-24 12:00:00,12,25,4
4249,175,2023-02-23 12:00:00,5,45,4
4250,175,2023-03-25 12:00:00,28,95,0
4251,175,2023-04-24 12:00:00,4,47,2
4252,175,2023-05-24 12:00:00,14,40,4
4253,175,2023-06-23 12:00:00,1,49,1
4254,175,2023-07-23 12:00:00,4,10,3
4255,175,2023-08-22 12:00:00,14,83,5
4256,175,2023-09-21 12:00:00,4,47,3
4257,175,2023-10-21 12:00:00,13,65,5
4258,175,2023-11-20 12:00:00,18,45,2
4259,175,2023-12-20 12:00:00,27,45,3
4260,175,2024-01-19 12:00:00,27,78,0
4261,175,2024-02-18 12:00:00,13,92,4
4262,175,2024-03-19 12:00:00,23,76,1
4263,175,2024-04-18 12:00:00,27,50,5
4264,175,2024-05-18 12:00:00,12,99,1
4265,175,2024-06-17 12:00:00,12,64,1
4266,176,2022-08-28 00:00:00,86,65,16
